kst_dtm,unison_wtg01_power_kw10m,unison_wtg02_power_kw10m,unison_wtg03_power_kw10m,unison_wtg04_power_kw10m,unison_wtg05_power_kw10m,unison_wtg01_ws,unison_wtg02_ws,unison_wtg03_ws,unison_wtg04_ws,unison_wtg05_ws,unison_wtg01_wd,unison_wtg02_wd,unison_wtg03_wd,unison_wtg04_wd,unison_wtg05_wd
2023-05-30 19:20:00,62.0,49.0,46.0,48.0,26.0,3.87,3.46,4.29,3.43,3.5,139.575780757909,150.978103634821,102.58800789861,131.211355090258,92.9509763688443
2023-05-30 19:30:00,83.0,58.0,74.0,65.0,28.0,4.52,4.44,4.35,4.47,3.47,139.114512867894,150.603294344173,99.1231702099736,131.151352189171,93.5986183244782
2023-05-30 19:40:00,77.0,58.0,53.0,24.0,12.0,4.76,4.43,4.57,4.58,3.3,137.753704526347,148.744015683,98.1214326949396,129.121884718416,92.9749534408693
2023-05-30 19:50:00,96.0,50.0,42.0,32.0,13.0,4.63,4.3,4.42,3.4,2.82,138.382281841677,150.399291115974,99.812049489896,130.617916473492,99.2445489941276
2023-05-30 20:00:00,99.0,38.0,37.0,18.0,18.0,4.84,4.26,3.89,3.46,2.68,142.460177013344,155.934942983426,108.594732018905,139.958639027583,108.965264611369
2023-05-30 20:10:00,103.0,34.0,37.0,25.0,60.0,5.06,3.77,3.23,2.62,3.03,152.957727954332,172.767881902186,121.887732413902,160.22066147805,117.459036631471
2023-05-30 20:20:00,144.0,60.0,79.0,61.0,99.0,4.97,3.68,3.64,3.39,4.3,160.047322005211,-174.178359086456,128.326387427651,169.731934938785,118.247563116624
2023-05-30 20:30:00,202.0,69.0,86.0,75.0,103.0,5.2,4.23,4.08,3.88,4.87,160.467227087717,-171.135412609763,134.096154021348,170.252118553022,121.291947152529
2023-05-30 20:40:00,269.0,66.0,88.0,88.0,124.0,6.57,4.62,4.9,4.52,5.12,161.683318020959,-167.906883167037,140.977087042443,175.659781583829,128.308709571773
2023-05-30 20:50:00,264.0,64.0,104.0,78.0,147.0,7.02,4.56,5.1,5.08,5.45,160.936361181233,-166.249714685912,141.728259305668,178.230172266279,127.407696544079
2023-05-30 21:00:00,161.0,46.0,69.0,44.0,115.0,6.94,4.34,4.94,4.31,5.78,160.057625073626,-168.344528091903,136.695234701159,175.435561137438,121.574659846799
2023-05-30 21:10:00,116.0,38.0,51.0,9.0,21.0,5.93,3.47,3.8,3.54,5.21,152.615880956813,176.437217639048,121.461295410062,157.908283730586,109.5839912041
2023-05-30 21:20:00,63.0,53.0,44.0,28.0,28.0,5.3,3.47,3.81,2.8,2.63,140.501444280218,153.314295062912,100.337009844717,131.552892264899,89.0666366126947
2023-05-30 21:30:00,82.0,40.0,29.0,18.0,35.0,4.26,3.66,3.72,4.12,3.37,133.664445492946,142.55081084714,89.7718364318398,117.959076797586,75.5401294849935
2023-05-30 21:40:00,38.0,54.0,44.0,33.0,46.0,4.98,3.85,3.72,3.22,3.56,131.37670977019,137.921626017775,84.953428334087,111.973606535844,67.6449920727542
2023-05-30 21:50:00,41.0,51.0,58.0,59.0,74.0,3.2,4.25,4.13,3.83,4.04,130.822093092653,135.714679278071,83.899485490173,111.423360143537,62.6421337512805
2023-05-30 22:00:00,4.0,5.0,7.0,6.0,8.0,3.66,4.26,4.5,4.66,4.5,131.274397156568,137.585909577213,86.2750653036586,116.048946074226,67.9054824953578
2023-05-30 22:10:00,20.0,1.0,0.0,3.0,18.0,2.13,2.66,2.93,2.73,2.74,134.609015489869,140.93118033487,89.547043544319,124.583295301784,79.9803033845929
2023-05-30 22:20:00,51.0,15.0,7.0,15.0,16.0,3.04,2.36,2.06,2.9,2.95,141.526873536638,151.111552716412,99.0230514630703,131.792370243848,95.3598038654482
2023-05-30 22:30:00,77.0,11.0,5.0,10.0,31.0,4.17,3.3,2.54,2.96,2.94,147.738674913541,160.957824451762,107.946238957513,138.343401223052,103.45142637245
2023-05-30 22:40:00,149.0,43.0,38.0,1.0,1.0,4.65,2.68,2.36,2.51,3.66,148.370400166655,161.851333265793,109.319158001244,144.395561850281,106.543060511632
2023-05-30 22:50:00,119.0,53.0,55.0,17.0,0.0,6.0,3.91,3.73,2.89,1.95,149.443165430823,161.322278936524,108.040369473854,141.798282550562,112.088152841171
2023-05-30 23:00:00,86.0,18.0,15.0,6.0,0.0,5.12,3.89,4.07,3.61,2.33,156.371234805843,168.553982584502,112.67512273197,142.088445736512,115.64331745304
2023-05-30 23:10:00,96.0,29.0,13.0,17.0,6.0,4.69,2.8,2.56,2.5,2.91,157.393286536724,170.252653409531,118.451359098319,147.132489187103,112.866778019558
2023-05-30 23:20:00,66.0,22.0,30.0,5.0,48.0,4.66,3.32,2.47,2.97,3.54,157.248137118882,173.271774074454,122.472676585693,150.99776807341,109.801281408243
2023-05-30 23:30:00,74.0,45.0,35.0,7.0,32.0,4.02,3.01,3.13,2.01,4.18,160.075125912223,176.116892324906,124.934331904315,149.389968786404,110.415976294115
2023-05-30 23:40:00,67.0,30.0,37.0,4.0,46.0,3.99,3.75,3.4,2.59,3.6,158.857624365381,175.957743583842,126.747537411986,153.619963327485,112.551456021506
2023-05-30 23:50:00,45.0,16.0,9.0,0.0,23.0,4.09,3.28,3.63,2.07,3.77,155.473912548337,176.383733729564,128.70658345334,155.989032790071,113.566686692509
2023-05-31 00:00:00,89.0,41.0,17.0,0.0,2.0,3.41,2.73,2.42,1.74,3.26,151.568387936418,166.175515509156,118.035511544038,147.371692402802,105.866133820343
2023-05-31 00:10:00,151.0,62.0,38.0,22.0,26.0,4.48,3.56,2.83,2.62,2.09,148.726862961679,157.587414041586,104.841298600314,139.855460720256,94.1435667299431
2023-05-31 00:20:00,88.0,74.0,52.0,29.0,23.0,5.65,4.44,3.91,3.75,3.23,146.52389515052,157.890488791154,103.988126274083,134.802016515743,95.2303883463043
2023-05-31 00:30:00,73.0,42.0,30.0,14.0,13.0,4.77,4.74,4.14,3.5,3.12,148.587824545671,160.376419863886,106.866602350021,134.823478173757,104.612739044049
2023-05-31 00:40:00,82.0,45.0,49.0,25.0,29.0,4.26,3.67,3.13,2.66,2.54,153.227666972588,162.401373331931,109.086074209775,139.111219082,104.183411049373
2023-05-31 00:50:00,85.0,53.0,24.0,8.0,13.0,4.45,3.6,3.93,3.13,3.2,154.079134996364,163.927345467209,111.357299998883,144.534287667346,102.309371549718
2023-05-31 01:00:00,79.0,50.0,22.0,2.0,8.0,4.52,3.62,2.86,2.1,2.6,152.250587218511,162.429797179719,111.578152449393,146.571301316515,104.666883338657
2023-05-31 01:10:00,84.0,34.0,19.0,0.0,9.0,4.2,3.81,2.92,2.13,2.44,150.601836421672,161.087155507651,110.144107536104,152.472722538435,105.677562759756
2023-05-31 01:20:00,64.0,13.0,8.0,0.0,12.0,4.68,3.34,3.08,2.26,2.51,151.725501838542,160.743684516178,110.824441507404,155.855811206021,106.780969764074
2023-05-31 01:30:00,33.0,11.0,13.0,0.0,6.0,3.98,2.61,2.56,1.84,2.55,154.428514836635,159.630784885767,111.699656532692,152.526534342393,109.330559454676
2023-05-31 01:40:00,43.0,30.0,13.0,0.0,11.0,3.0,2.53,2.71,1.92,2.32,153.936188549314,158.709999193937,109.992438244222,153.185192118612,110.109916159129
2023-05-31 01:50:00,55.0,8.0,10.0,0.0,11.0,3.58,3.39,3.04,1.84,2.54,153.847764329486,160.14348010937,112.291427916953,156.802181531954,110.540967945787
2023-05-31 02:00:00,41.0,8.0,15.0,0.0,26.0,3.9,2.39,2.71,2.14,2.55,158.805195360319,165.405436179107,121.457927534264,161.447585919669,116.943727892053
2023-05-31 02:10:00,40.0,6.0,21.0,0.0,30.0,3.41,2.4,2.74,2.51,3.11,163.925850070761,169.636812454521,127.291349068306,168.888536398126,122.137127566187
2023-05-31 02:20:00,49.0,7.0,5.0,1.0,42.0,3.66,2.5,3.18,2.55,3.45,165.261859345242,172.917898236799,127.724428842004,-177.291293021459,123.528730608093
2023-05-31 02:30:00,31.0,4.0,5.0,3.0,34.0,3.89,2.67,2.23,1.8,3.78,164.175279397673,179.419815682231,134.295786191189,-166.969675028002,123.232821211585
2023-05-31 02:40:00,38.0,12.0,14.0,0.0,29.0,3.31,2.25,2.31,1.96,3.65,165.055523158074,-177.93582817284,133.348877793858,-176.916621803119,122.277920010573
2023-05-31 02:50:00,15.0,18.0,16.0,0.0,17.0,3.44,2.75,2.77,1.41,3.4,164.29638700049,172.297592958297,120.925174679355,160.141255703551,114.640674287524
2023-05-31 03:00:00,72.0,34.0,11.0,0.0,2.0,2.66,2.77,2.98,2.71,2.99,155.528796868027,159.841829827451,107.642883170959,141.636601754583,101.507202241923
2023-05-31 03:10:00,69.0,15.0,2.0,0.0,0.0,4.32,3.75,2.81,2.61,1.93,148.114362002903,154.604175716743,100.380259441886,136.657337102037,102.430982098981
2023-05-31 03:20:00,40.0,12.0,0.0,0.0,4.0,4.18,3.17,1.84,2.12,2.42,149.521345467224,160.383542676476,114.059191444183,147.169392475791,113.333078509664
2023-05-31 03:30:00,29.0,15.0,19.0,0.0,27.0,3.57,3.14,3.57,2.95,3.06,152.771892949509,167.124258324292,126.265411175276,159.226928469372,113.372796018947
2023-05-31 03:40:00,42.0,31.0,46.0,0.0,16.0,3.28,2.7,3.08,1.93,3.36,154.198266613613,164.468889300189,120.932096448043,156.14381137264,107.962346229269
2023-05-31 03:50:00,40.0,15.0,5.0,0.0,2.0,3.53,3.2,3.73,3.13,2.81,153.938919161761,163.904274498813,116.333828129856,149.44408857061,112.601610568164
2023-05-31 04:00:00,16.0,10.0,1.0,0.0,12.0,3.46,2.58,2.17,2.0,2.25,155.010315487241,165.592347968829,120.017420942517,146.132887498243,112.992464771459
2023-05-31 04:10:00,43.0,25.0,11.0,0.0,13.0,2.82,2.18,2.49,2.42,2.78,154.434241650371,164.969588297911,121.133917438512,146.551954775471,104.15866963797
2023-05-31 04:20:00,40.0,10.0,16.0,2.0,16.0,3.57,3.38,3.36,2.87,3.0,151.2256813998,163.853730331371,113.483299185782,144.587721833797,100.921369750831
2023-05-31 04:30:00,49.0,33.0,4.0,1.0,4.0,3.47,2.46,2.89,2.65,3.04,149.353008037143,160.962914954645,107.726283297036,136.685732953655,102.485460623894
2023-05-31 04:40:00,62.0,32.0,16.0,14.0,14.0,3.96,3.42,2.19,1.89,2.31,146.067213222545,158.843770081458,104.278442953229,134.14728048375,100.150387865865
2023-05-31 04:50:00,57.0,37.0,23.0,17.0,14.0,4.36,3.72,3.11,3.04,2.77,146.328466007915,158.482292826788,100.908506438306,132.388710043686,94.5757338382993
2023-05-31 05:00:00,57.0,43.0,19.0,14.0,25.0,4.23,3.85,3.33,3.17,2.79,145.866428240663,159.020384836123,101.248592195865,131.081227524991,94.4152055112744
2023-05-31 05:10:00,46.0,35.0,14.0,17.0,11.0,4.27,4.16,3.29,2.89,3.25,145.651894603987,159.187463205366,101.793897616116,132.587619693272,98.1023372382435
2023-05-31 05:20:00,59.0,56.0,15.0,21.0,19.0,4.0,3.72,2.96,2.97,2.72,146.167127950842,157.698433697291,101.416215247882,134.450214802787,98.8535952519184
2023-05-31 05:30:00,48.0,44.0,11.0,9.0,16.0,4.17,4.21,3.11,3.23,3.01,146.117294660533,156.80563345847,103.485962378564,134.156589164585,98.8851950309265
2023-05-31 05:40:00,35.0,18.0,3.0,1.0,16.0,4.14,3.88,2.87,2.45,2.94,150.667341970116,158.973122101035,108.018338065366,139.174935976905,102.885486416221
2023-05-31 05:50:00,42.0,17.0,4.0,2.0,5.0,3.52,2.8,2.0,1.99,2.98,151.754350077645,158.047580630485,105.484001290277,139.396215999315,101.191577142529
2023-05-31 06:00:00,47.0,11.0,2.0,0.0,0.0,3.59,2.73,2.07,2.13,2.29,148.757742671556,156.207314178967,107.170144779954,140.63744557138,101.550919848282
2023-05-31 06:10:00,34.0,13.0,7.0,0.0,0.0,3.78,2.5,1.96,1.89,1.7,146.970082775398,156.961188007839,108.876881282996,150.117342590996,112.588904156293
2023-05-31 06:20:00,41.0,11.0,8.0,0.0,0.0,3.6,2.98,2.61,1.62,1.72,142.611060236941,153.683750581017,101.531557897972,148.867973743842,116.221946296855
2023-05-31 06:30:00,33.0,25.0,13.0,0.0,0.0,3.76,2.95,2.61,2.36,1.46,140.158980875383,151.385381515272,97.9494536497455,141.625250325021,106.781949786952
2023-05-31 06:40:00,13.0,13.0,14.0,0.0,0.0,3.19,3.37,3.1,3.1,2.41,139.939695589539,152.275671988516,99.2219182852701,140.548027409341,117.861282958833
2023-05-31 06:50:00,20.0,16.0,18.0,0.0,0.0,2.71,2.93,3.12,2.16,1.73,136.814386156701,152.621102818511,100.485121870955,142.60044324449,125.997937876203
2023-05-31 07:00:00,13.0,23.0,24.0,11.0,0.0,3.29,3.19,3.26,2.79,2.01,135.549549774569,152.497480729033,100.435251571762,139.75840664639,106.684418073917
2023-05-31 07:10:00,8.0,16.0,17.0,16.0,0.0,2.54,3.39,3.87,3.77,2.4,135.696495777579,150.082818726982,99.1499473500807,131.383486183788,111.040536823789
2023-05-31 07:20:00,14.0,21.0,12.0,4.0,0.0,2.58,2.96,3.34,2.84,1.0,137.177238569823,148.37088247026,96.6785753046777,125.914868363532,127.74166537662
2023-05-31 07:30:00,6.0,9.0,11.0,1.0,0.0,2.81,3.14,2.52,2.38,1.3,140.094317639036,149.499795811164,97.380275851678,124.776730060359,120.473396378039
2023-05-31 07:40:00,8.0,3.0,20.0,7.0,0.0,2.69,2.65,2.87,2.07,1.29,140.887573411147,151.158335211649,98.0305460057153,123.743934809698,112.496832429645
2023-05-31 07:50:00,5.0,8.0,14.0,10.0,0.0,2.56,2.04,3.17,2.42,1.8,138.171147339582,149.417480899987,96.4582926909287,119.600546383079,100.284086952715
2023-05-31 08:00:00,0.0,17.0,19.0,26.0,0.0,2.32,2.45,2.63,2.85,2.59,137.497151432533,147.277751170239,97.4233623045989,119.306450147809,92.415137150958
2023-05-31 08:10:00,0.0,6.0,7.0,11.0,0.0,3.14,2.92,3.02,3.71,2.2,133.656177765328,144.855666492883,98.2837473603034,117.651608346453,88.9517494550581
2023-05-31 08:20:00,0.0,0.0,4.0,9.0,0.0,2.83,2.73,2.51,2.9,2.09,136.744723243514,143.111932060727,96.2506282294139,112.184684838426,88.3372790214639
2023-05-31 08:30:00,0.0,1.0,5.0,2.0,0.0,3.92,1.91,2.2,2.75,1.92,147.749858201182,148.995839889247,97.3910483347719,115.381484557207,92.4714699197804
2023-05-31 08:40:00,0.0,0.0,18.0,1.0,0.0,2.97,2.74,2.06,2.12,2.18,149.257515303265,157.917992585674,99.5743325395101,129.943190966692,90.7956289797453
2023-05-31 08:50:00,0.0,2.0,1.0,0.0,0.0,3.19,2.92,2.94,1.58,2.19,143.160005737723,156.959149702055,98.2610362143758,130.696854077662,99.3979682306152
2023-05-31 09:00:00,0.0,17.0,9.0,1.0,0.0,2.89,2.35,1.87,2.31,2.83,140.277219223243,151.309677350932,100.75526358596,120.655528517661,96.6926280072263
2023-05-31 09:10:00,0.0,14.0,9.0,9.0,0.0,3.2,2.83,2.54,3.23,2.47,142.516323515115,149.531641352431,101.836431639834,117.545130312718,88.7845636785543
2023-05-31 09:20:00,0.0,11.0,3.0,11.0,0.0,3.12,2.82,2.57,2.54,2.1,140.357883882297,149.309059996659,98.7457247298741,114.168980815143,83.075664230587
2023-05-31 09:30:00,0.0,8.0,8.0,13.0,0.0,3.4,2.66,2.05,2.77,2.63,138.840033443107,147.202129105678,95.4062443510897,113.213735226761,77.6537665539326
2023-05-31 09:40:00,0.0,11.0,12.0,12.0,0.0,3.51,2.54,2.32,2.77,2.45,144.384489116507,147.385482786362,95.6251424432916,114.02633088633,85.7035027701662
2023-05-31 09:50:00,0.0,13.0,14.0,26.0,0.0,3.3,2.59,2.33,2.53,1.94,150.332728071972,151.185760377075,92.1800052758713,111.928943516575,88.4842155637047
2023-05-31 10:00:00,0.0,10.0,18.0,22.0,0.0,3.25,2.77,2.59,3.22,2.63,146.978775758612,150.662052702738,88.3210955901,108.061117736449,81.7271488794146
2023-05-31 10:10:00,0.0,10.0,8.0,12.0,0.0,3.59,2.76,2.94,3.09,2.45,141.002402617716,149.503127689868,94.8181194365365,109.81277690383,73.5933574987499
2023-05-31 10:20:00,0.0,6.0,9.0,17.0,5.0,4.23,2.53,2.37,2.63,3.03,141.977708378131,150.040526476217,101.964524940981,115.496842931803,72.974717182077
2023-05-31 10:30:00,0.0,13.0,14.0,26.0,14.0,3.04,2.19,2.49,2.87,2.55,144.397969110913,150.838088877804,98.4450058400779,113.083615407378,79.464797237365
2023-05-31 10:40:00,0.0,18.0,29.0,32.0,18.0,3.54,2.66,2.66,3.18,2.58,143.37831195199,146.255157384711,91.512369565628,110.671904540708,76.1198155833266
2023-05-31 10:50:00,0.0,8.0,21.0,27.0,11.0,3.55,2.68,3.38,3.51,2.8,144.872645360363,146.692119918609,88.3126860123101,112.301479955238,74.4158822554729
2023-05-31 11:00:00,0.0,10.0,14.0,25.0,11.0,3.67,2.61,2.85,3.35,2.8,140.767299943032,144.644800396922,82.0901744367901,108.175299357629,75.6344328006179
2023-05-31 11:10:00,0.0,17.0,34.0,54.0,26.0,3.52,2.55,2.71,3.32,2.38,140.900395386593,139.76505590104,80.641119040261,106.065614758206,73.5608413134002
2023-05-31 11:20:00,0.0,25.0,32.0,36.0,15.0,3.85,2.98,3.36,4.1,2.88,143.288623659347,143.710390280763,90.4112157446767,112.420068842277,76.1871515850712
2023-05-31 11:30:00,0.0,10.0,8.0,17.0,18.0,3.48,3.03,3.66,3.74,2.65,143.852010372631,146.223807099133,96.3104788866944,111.617302911314,71.3687591347686
2023-05-31 11:40:00,0.0,27.0,30.0,48.0,32.0,3.23,2.65,2.06,2.71,2.74,144.293016242164,144.398771075521,92.5635216338619,109.308162897576,71.1835632949915
2023-05-31 11:50:00,0.0,21.0,31.0,46.0,28.0,4.46,2.9,3.29,4.19,3.11,144.308048260438,146.246749573367,90.3522464081913,110.970461648817,73.1516739706068
2023-05-31 12:00:00,0.0,5.0,6.0,25.0,20.0,2.48,3.05,3.19,4.0,3.17,154.941941472718,152.368511242219,89.0057522890986,110.100088274795,68.1401782727879
2023-05-31 12:10:00,0.0,7.0,0.0,22.0,23.0,3.53,2.55,2.29,3.42,2.68,154.02497851823,150.877910339113,87.573167332282,110.010826824048,64.3968151159845
2023-05-31 12:20:00,0.0,12.0,0.0,17.0,17.0,3.24,2.27,3.14,3.25,3.15,147.917836146077,141.868294470871,82.8739897108851,109.871206480587,56.0667797321575
2023-05-31 12:30:00,0.0,23.0,8.0,24.0,35.0,3.27,2.75,2.5,2.89,2.88,142.772726431893,142.740833359943,77.0575902438135,104.542706522996,59.085244993244
2023-05-31 12:40:00,0.0,7.0,13.0,23.0,9.0,2.67,2.7,3.48,3.48,3.43,138.288156284065,142.483483737073,80.1426493917986,105.276433271178,69.5047094673332
2023-05-31 12:50:00,0.0,14.0,7.0,17.0,24.0,2.89,2.35,2.72,3.41,2.76,143.177299117276,141.408831646711,91.5532673896164,111.775806880634,66.5791755432748
2023-05-31 13:00:00,0.0,6.0,13.0,27.0,19.0,1.95,2.53,2.46,3.25,3.1,152.808799828588,145.993294762866,98.5473202345549,110.731422345269,62.4407339875977
2023-05-31 13:10:00,0.0,16.0,29.0,34.0,17.0,2.76,2.13,2.39,3.38,3.1,149.119354921054,142.560728502932,93.3411830693624,112.382464897876,69.7160582077063
2023-05-31 13:20:00,0.0,22.0,15.0,39.0,25.0,3.18,2.85,3.41,3.61,2.78,136.587908659663,143.430655082942,88.5953798954077,111.531034900588,68.1636816987808
2023-05-31 13:30:00,0.0,11.0,14.0,49.0,10.0,3.33,3.26,2.83,3.84,3.14,133.55060145223,146.375726467818,89.5490998410747,113.550559272532,67.1594499834969
2023-05-31 13:40:00,0.0,31.0,33.0,47.0,18.0,3.26,2.86,2.61,4.5,2.69,142.979863529137,150.012665421658,91.9441060912188,116.332178774713,75.2596257769847
2023-05-31 13:50:00,0.0,19.0,17.0,20.0,3.0,3.98,3.71,3.54,4.26,2.95,147.221275094326,153.501374353303,95.7966959370565,116.774506224701,77.3715772068013
2023-05-31 14:00:00,0.0,7.0,15.0,32.0,5.0,2.73,3.1,3.0,3.32,2.0,145.903568076679,152.074127434968,96.409043510893,114.230890832531,80.3789162143328
2023-05-31 14:10:00,0.0,14.0,22.0,43.0,4.0,2.59,2.58,2.97,3.48,2.48,145.497363944849,151.27051229831,97.0285169416496,112.835613052915,84.9131719581804
2023-05-31 14:20:00,0.0,13.0,13.0,14.0,1.0,3.83,2.97,3.26,3.86,2.26,144.608167463182,152.457653871259,99.0443397037752,120.80454795115,96.7469358579193
2023-05-31 14:30:00,0.0,10.0,5.0,5.0,0.0,3.24,2.72,2.67,3.13,1.67,155.641853952655,155.406211916188,104.381427512812,127.728716259653,94.073589640218
2023-05-31 14:40:00,0.0,0.0,0.0,0.0,0.0,3.04,2.86,2.5,2.49,2.28,167.297001213201,161.539096342127,108.480052480568,131.371672232591,89.832857002946
2023-05-31 14:50:00,0.0,0.0,0.0,0.0,0.0,1.61,2.02,1.7,1.67,2.3,172.534892785755,159.012146238613,105.306160324827,121.47287105878,99.2900440250787
2023-05-31 15:00:00,0.0,0.0,0.0,0.0,0.0,2.64,1.91,1.86,2.05,2.1,169.659599448234,138.891409900624,107.149844425475,110.982836659028,98.1537934463241
2023-05-31 15:10:00,0.0,0.0,0.0,0.0,0.0,2.41,2.06,1.84,2.15,2.04,164.321521832909,135.859620156348,110.707179466271,118.905900817224,99.0871082303704
2023-05-31 15:20:00,0.0,0.0,0.0,0.0,0.0,2.55,2.34,1.86,2.38,1.86,173.780420076616,151.879900786617,112.781751026795,123.710472163998,108.95701506718
2023-05-31 15:30:00,0.0,0.0,0.0,0.0,0.0,2.6,1.67,1.49,1.9,1.79,177.846319573795,150.516248262244,121.015262103731,120.778714227298,116.859572131747
2023-05-31 15:40:00,0.0,0.0,0.0,0.0,0.0,3.2,2.12,1.24,1.91,1.44,173.943156278219,145.498354464406,111.33891520907,110.038875521663,93.8943264382488
2023-05-31 15:50:00,0.0,0.0,0.0,0.0,0.0,3.79,1.78,2.13,2.66,2.11,171.79527633153,150.056957107505,90.8884352877252,107.429904051134,88.2275529246018
2023-05-31 16:00:00,0.0,0.0,0.0,0.0,0.0,2.81,2.51,2.52,2.95,2.33,166.340665478857,146.11310245929,96.5457626381966,117.361029737134,91.8528352592983
2023-05-31 16:10:00,0.0,0.0,0.0,0.0,0.0,3.52,1.92,1.6,2.24,2.25,173.543939086488,141.066970633154,104.011680882148,120.559380609154,72.3152711373986
2023-05-31 16:20:00,0.0,0.0,0.0,0.0,0.0,3.1,2.05,1.79,2.57,2.38,178.645582374732,159.542436169064,106.64804727442,122.327263438442,62.0788243391892
2023-05-31 16:30:00,0.0,0.0,0.0,0.0,0.0,3.76,1.99,2.11,1.51,1.59,-176.482840287948,177.359048788379,121.780921973878,125.226151558975,85.0302037661853
2023-05-31 16:40:00,0.0,0.0,0.0,0.0,0.0,3.78,1.59,2.75,2.07,1.17,-161.254325814597,-168.168795905256,132.615106770328,129.695327594461,111.397538921413
2023-05-31 16:50:00,0.0,0.0,0.0,0.0,0.0,3.15,2.08,1.27,1.44,2.85,-142.750428166257,-170.698139525182,158.035645022297,162.769910435396,115.557502693447
2023-05-31 17:00:00,0.0,0.0,0.0,0.0,0.0,3.24,1.22,2.5,1.59,1.57,-123.790032443236,-174.905216140171,-168.099248200585,-148.869264614007,159.059951869209
2023-05-31 17:10:00,0.0,0.0,0.0,0.0,0.0,5.36,1.81,1.83,2.4,1.77,-119.958630033182,-137.904008502716,-149.506608699747,-123.047344240814,-158.757047461223
2023-05-31 17:20:00,0.0,7.0,41.0,34.0,24.0,4.14,3.64,4.28,4.18,3.51,-126.833313553048,-109.098270789139,-141.221238848308,-111.969505980262,-149.535167693703
2023-05-31 17:30:00,0.0,7.0,14.0,26.0,39.0,5.26,2.61,3.98,4.16,3.84,-117.776025731721,-104.786572945039,-141.135801291612,-110.328757730161,-146.238365921926
2023-05-31 17:40:00,0.0,4.0,12.0,33.0,28.0,5.26,2.44,2.8,3.6,4.03,-110.60597480389,-100.816343615263,-141.87353263619,-112.911767259009,-155.887640644653
2023-05-31 17:50:00,0.0,1.0,20.0,23.0,13.0,3.94,2.36,2.85,3.9,3.4,-118.233485116117,-97.9080357670153,-146.043518072264,-114.931581893544,-165.646330304745
2023-05-31 18:00:00,0.0,0.0,21.0,35.0,31.0,3.17,1.81,3.22,3.48,3.21,-118.816827678662,-97.8303474446328,-144.82595304959,-112.945975400718,-157.351591297108
2023-05-31 18:10:00,0.0,8.0,50.0,28.0,39.0,4.08,3.1,3.38,4.36,3.74,-114.099216242686,-96.5716799792623,-145.010154589973,-112.13169654264,-155.027393766256
2023-05-31 18:20:00,0.0,4.0,39.0,42.0,22.0,4.12,2.6,4.32,3.88,3.87,-114.406056322929,-97.7945348973163,-149.239886164682,-114.160330614479,-154.753523531342
2023-05-31 18:30:00,0.0,5.0,36.0,31.0,17.0,3.93,2.38,4.1,4.46,3.86,-114.585038944582,-99.1480184656693,-147.543371148127,-111.488520910558,-147.212486795721
2023-05-31 18:40:00,21.0,6.0,36.0,25.0,23.0,3.95,2.46,4.17,4.26,3.38,-109.795915840593,-98.6108840195112,-146.547883420649,-108.986730668557,-163.091182851377
2023-05-31 18:50:00,42.0,1.0,44.0,18.0,37.0,4.15,2.62,3.98,3.87,3.32,-107.682451870259,-99.8864367472258,-148.644037344692,-110.952164278332,177.316297824932
2023-05-31 19:00:00,82.0,7.0,16.0,26.0,58.0,3.91,2.17,4.08,3.35,4.06,-111.800455814002,-105.614234247725,-150.491369824454,-121.290785352469,173.926309647249
2023-05-31 19:10:00,80.0,46.0,85.0,92.0,86.0,4.62,2.49,3.18,3.52,4.82,-118.977254227287,-116.754765843918,-165.272280362552,-136.512323999986,172.796295449419
2023-05-31 19:20:00,54.0,75.0,115.0,90.0,114.0,4.64,3.77,4.29,5.05,5.15,-126.980425108228,-125.238060116362,-177.419863126208,-141.688987603651,171.241316707185
2023-05-31 19:30:00,69.0,74.0,107.0,82.0,141.0,3.93,4.65,5.33,5.32,5.68,-135.333834297844,-126.131953689104,-173.413183993975,-139.791309375945,168.77556381958
2023-05-31 19:40:00,123.0,93.0,83.0,94.0,117.0,4.44,4.8,5.2,5.07,5.89,-143.135569531957,-126.667576832596,-170.995639189735,-140.297721259321,166.44944232185
2023-05-31 19:50:00,99.0,79.0,109.0,97.0,98.0,5.49,5.2,5.1,5.43,5.89,-139.235497941253,-124.487593426751,-171.15969308424,-140.273032182603,170.621569398263
2023-05-31 20:00:00,80.0,65.0,71.0,66.0,58.0,5.47,5.08,5.48,5.59,5.73,-128.532317090605,-121.832187187023,-170.755905040689,-138.788562515259,179.114248902512
2023-05-31 20:10:00,50.0,40.0,11.0,10.0,56.0,5.0,4.76,4.77,4.85,4.75,-126.071228048788,-123.783734592277,-170.052098706946,-136.965431759043,-176.658359572986
2023-05-31 20:20:00,73.0,26.0,6.0,10.0,45.0,4.33,4.03,2.73,2.93,4.73,-125.487136229324,-123.613807228615,-166.925129178994,-133.82393200946,-177.005815168646
2023-05-31 20:30:00,95.0,52.0,38.0,26.0,10.0,4.78,3.45,2.84,3.27,4.49,-123.831411631842,-121.271529421688,-161.51047425223,-130.175804124224,-171.456822088227
2023-05-31 20:40:00,67.0,44.0,21.0,26.0,36.0,4.89,4.34,4.14,3.63,2.96,-123.469542828685,-120.549711801033,-162.198047682283,-131.701863303909,-172.05806279303
2023-05-31 20:50:00,48.0,54.0,51.0,29.0,46.0,4.57,4.04,3.16,3.64,3.74,-122.297776893607,-118.198356388225,-162.241702422811,-131.416011291251,-174.435380756102
